LegislatureNumber,PersonId,MemberCode,MemberChamber,MemberDistrict,MemberParty,MemberIsMajority,MemberIsActive,MemberComment,MemberEMail,MemberPhone,MemberBuilding,MemberRoom
14,Mike Davis:13,Dav,H,19,D,FALSE,TRUE,,Representative.Mike.Davis@akleg.gov,,,
14,Niilo Koponen:13,Kop,H,21,D,FALSE,TRUE,,Representative.Niilo.Koponen@akleg.gov,,,
14,Albert Adams:12,Ada,H,22,D,FALSE,TRUE,,Representative.Albert.Adams@akleg.gov,,,
14,John Fuller:11,Ful,H,23,D,FALSE,TRUE,,Representative.John.Fuller@akleg.gov,,,
14,F Wallis:14,Wal,H,24,D,FALSE,TRUE,,Representative.F..Wallis@akleg.gov,,,
14,Johne Binkley:14,Bin,H,25,R,FALSE,TRUE,,Representative.Johne.Binkley@akleg.gov,,,
14,Adelheid Herrmann:13,Her,H,26,D,FALSE,TRUE,,Representative.Adelheid.Herrmann@akleg.gov,,,
14,Dave Thompson:14,Tho,H,27,R,FALSE,TRUE,,Representative.Dave.Thompson@akleg.gov,,,
14,Robin Taylor:14,Tay,H,1-A,R,FALSE,TRUE,,Representative.Robin.Taylor@akleg.gov,,,
14,John Sund:13,Sun,H,1-B,D,FALSE,TRUE,,Representative.John.Sund@akleg.gov,,,
14,Henry Boucher:14,Bou,H,10-A,D,FALSE,TRUE,,Representative.H..Boucher@akleg.gov,,,
14,Virginia Collins:14,Col,H,10-B,R,FALSE,TRUE,,Representative.Virginia.Collins@akleg.gov,,,
14,Roger Jenkins:14,Jen,H,11-A,R,FALSE,TRUE,,Representative.Roger.Jenkins@akleg.gov,,,
14,Max Gruenberg:14,GrU,H,11-B,D,FALSE,TRUE,,Representative.Max.Gruenberg@akleg.gov,,,
14,Rick Uehling:13,Ueh,H,12-A,R,FALSE,TRUE,,Representative.Rick.Uehling@akleg.gov,,,
14,Donald Clocksin:12,Clo,H,12-B,D,FALSE,TRUE,,Representative.Donald.Clocksin@akleg.gov,,,
14,Pat Pourchot:14,Pou,H,13-A,D,FALSE,TRUE,,Representative.Pat.Pourchot@akleg.gov,,,
14,Terry Martin:11,Mat,H,13-B,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
14,Marco Pignalberi:14,Pig,H,14-A,R,FALSE,TRUE,,Representative.Marco.Pignalberi@akleg.gov,,,
14,Walter Furnace:13,Fur,H,14-B,R,FALSE,TRUE,,Representative.Walter.Furnace@akleg.gov,,,
14,Samuel Cotten:9,Cot,H,15-A,D,FALSE,TRUE,,Representative.Samuel.Cotten@akleg.gov,,,
14,Randy Phillips:10,Phi,H,15-B,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
14,Katie Hurley:14,Hur,H,16-A,D,FALSE,TRUE,,Representative.Katie.Hurley@akleg.gov,,,
14,Ronald Larson:13,Lar,H,16-B,D,FALSE,TRUE,,Representative.Ronald.Larson@akleg.gov,,,
14,Steve Frank:14,Fra,H,20-A,R,FALSE,TRUE,,Representative.Steve.Frank@akleg.gov,,,
14,John Ringstad:13,Rin,H,20-B,R,FALSE,TRUE,,Representative.John.Ringstad@akleg.gov,,,
14,Mike M Miller:7,Mil,H,4-A,D,FALSE,TRUE,,Representative.Michael.M.M.M.Miller@akleg.gov,,,
14,Jim Duncan:9,Dun,H,4-B,D,FALSE,TRUE,,Representative.Jim.Duncan@akleg.gov,,,
14,Mike Navarre:14,Nav,H,5-A,D,FALSE,TRUE,,Representative.Mike.Navarre@akleg.gov,,,
14,Andre Marrou:14,Mar,H,5-B,L,FALSE,TRUE,,Representative.Andre.Marrou@akleg.gov,,,
14,Fritz Pettyjohn:13,Pet,H,8-A,R,FALSE,TRUE,,Representative.Fritz.Pettyjohn@akleg.gov,,,
14,Steve Rieger:14,Rie,H,8-B,R,FALSE,TRUE,,Representative.Steve.Rieger@akleg.gov,,,
14,Drue Pearce:14,Pea,H,9-A,R,FALSE,TRUE,,Representative.Drue.Pearce@akleg.gov,,,
14,Alyce Hanley:14,Han,H,9-B,R,FALSE,TRUE,,Representative.Alyce.Hanley@akleg.gov,,,
14,Robert Ziegler:4,Zie,S,A,D,FALSE,TRUE,,Senator.Robert.Ziegler@akleg.gov,,,
14,Richard Eliason:6,Eli,S,B,R,FALSE,TRUE,,Senator.Richard.Eliason@akleg.gov,,,
14,Bill Ray:4,Ray,S,C,D,FALSE,TRUE,,Senator.Bill.Ray@akleg.gov,,,
14,Paul Fischer:13,Fip,S,D,R,FALSE,TRUE,,Senator.Paul.Fischer.P@akleg.gov,,,
14,Jalmar Kerttula:2,Ker,S,E-A,D,FALSE,TRUE,,Senator.Jalmar.Kerttula@akleg.gov,,,
14,Edna DeVries:14,DeV,S,E-B,R,FALSE,TRUE,,Senator.Edna.DeVries@akleg.gov,,,
14,Arliss Sturgulewski:11,Stu,S,F-A,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
14,Jan Faiks:13,Fai,S,F-B,R,FALSE,TRUE,,Senator.Jan.Faiks@akleg.gov,,,
14,Mitchell Abood:12,Abo,S,G-A,R,FALSE,TRUE,,Senator.Mitchell.Abood@akleg.gov,,,
14,Patrick Rodey:9,Rod,S,G-B,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
14,Joseph Josephson:3,Jos,S,H-A,D,FALSE,TRUE,,Senator.Joseph.Josephson@akleg.gov,,,
14,Victor Fischer:12,Fiv,S,H-B,D,FALSE,TRUE,,Senator.Victor.Fischer.V@akleg.gov,,,
14,Rick Halford:11,Hal,S,I-A,R,FALSE,TRUE,,Senator.Richard.Halford@akleg.gov,,,
14,Tim Kelly:10,Kel,S,I-B,R,FALSE,TRUE,,Senator.Tim.Kelly@akleg.gov,,,
14,Jack Coghill:1,Cog,S,J,R,FALSE,TRUE,,"Senator.John.B..""Jack"".Coghill@akleg.gov",,,
14,Don Bennett:10,Ben,S,K-A,R,FALSE,TRUE,Senate President,Senator.Don.Bennett@akleg.gov,,,
14,Bettye Fahrenkamp:11,Fah,S,K-B,D,FALSE,TRUE,,Senator.Bettye.Fahrenkamp@akleg.gov,,,
14,Frank Ferguson:7,Fer,S,L,D,FALSE,TRUE,,Senator.Frank.Ferguson@akleg.gov,,,
14,John Sackett:5,Sac,S,M,R,FALSE,TRUE,,Senator.John.Sackett@akleg.gov,,,
14,Fred Zharoff:11,Zha,S,N,D,FALSE,TRUE,,Senator.Fred.Zharoff@akleg.gov,,,
15,Peter Goll:13,Gol,H,2,D,FALSE,TRUE,,Representative.Peter.Goll@akleg.gov,,,
15,Ben Grussendorf:12,GrB,H,3,D,FALSE,TRUE,Speaker of the House,Representative.Ben.Grussendorf@akleg.gov,,,
15,C Swackhammer:15,Swa,H,5,D,FALSE,TRUE,,Representative.C..Swackhammer@akleg.gov,,,
15,Bette Cato:12,Cat,H,6,D,FALSE,TRUE,,Representative.Bette.Cato@akleg.gov,,,
15,James Zawacki:15,Zaw,H,7,R,FALSE,TRUE,,Representative.James.Zawacki@akleg.gov,,,
15,Richard Shultz:13,Shu,H,17,R,FALSE,TRUE,,Representative.Richard.Shultz@akleg.gov,,,
15,Mike W Miller:13,Mil,H,18,R,FALSE,TRUE,,Representative.Mike.Miller@akleg.gov,,,
15,Mike Davis:13,DaM,H,19,D,FALSE,TRUE,,Representative.Mike.Davis@akleg.gov,,,
15,Niilo Koponen:13,Kop,H,21,D,FALSE,TRUE,,Representative.Niilo.Koponen@akleg.gov,,,
15,Albert Adams:12,Ada,H,22,D,FALSE,TRUE,,Representative.Albert.Adams@akleg.gov,,,
15,Henry Springer:15,Spr,H,23,D,FALSE,TRUE,,Representative.Henry.Springer@akleg.gov,,,
15,F Wallis:14,Wal,H,24,D,FALSE,TRUE,,Representative.F..Wallis@akleg.gov,,,
15,Lyman Hoffman:15,Hof,H,25,D,FALSE,TRUE,,Representative.Lyman.Hoffman@akleg.gov,,,
15,Adelheid Herrmann:13,Her,H,26,D,FALSE,TRUE,,Representative.Adelheid.Herrmann@akleg.gov,,,
15,Cliff Davidson:15,DaC,H,27,D,FALSE,TRUE,,Representative.Cliff.Davidson@akleg.gov,,,
15,Robin Taylor:14,Tay,H,1-A,R,FALSE,TRUE,,Representative.Robin.Taylor@akleg.gov,,,
15,John Sund:13,Sun,H,1-B,D,FALSE,TRUE,,Representative.John.Sund@akleg.gov,,,
15,Henry Boucher:14,Bou,H,10-A,D,FALSE,TRUE,,Representative.H..Boucher@akleg.gov,,,
15,Virginia Collins:14,Col,H,10-B,R,FALSE,TRUE,,Representative.Virginia.Collins@akleg.gov,,,
15,Dave Donley:15,Don,H,11-A,D,FALSE,TRUE,,Representative.Dave.Donley@akleg.gov,,,
15,Max Gruenberg:14,GrM,H,11-B,D,FALSE,TRUE,,Representative.Max.Gruenberg@akleg.gov,,,
15,Kay Brown:15,Bro,H,12-A,D,FALSE,TRUE,,Representative.Kay.Brown@akleg.gov,,,
15,Johnny Ellis:15,Ell,H,12-B,D,FALSE,TRUE,,Representative.Johnny.Ellis@akleg.gov,,,
15,Pat Pourchot:14,Pou,H,13-A,D,FALSE,TRUE,,Representative.Pat.Pourchot@akleg.gov,,,
15,Terry Martin:11,Mar,H,13-B,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
15,Ramona Barnes:11,Bar,H,14-A,R,FALSE,TRUE,,Representative.Ramona.Barnes@akleg.gov,,,
15,Walter Furnace:13,Fur,H,14-B,R,FALSE,TRUE,,Representative.Walter.Furnace@akleg.gov,,,
15,Samuel Cotten:9,Cot,H,15-A,D,FALSE,TRUE,,Representative.Samuel.Cotten@akleg.gov,,,
15,Randy Phillips:10,Phi,H,15-B,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
15,Ronald Larson:13,Lar,H,16-B,D,FALSE,TRUE,,Representative.Ronald.Larson@akleg.gov,,,
15,Curt Menard:15,Men,H,16A,R,FALSE,TRUE,,Representative.Curt.Menard@akleg.gov,,,
15,Steve Frank:14,Fra,H,20-A,R,FALSE,TRUE,,Representative.Steve.Frank@akleg.gov,,,
15,Mark Boyer:15,Boy,H,20-B,D,FALSE,TRUE,,Representative.Mark.Boyer@akleg.gov,,,
15,Bill Hudson:15,Hud,H,4-A,R,FALSE,TRUE,,Representative.Bill.Hudson@akleg.gov,,,
15,Fran Ulmer:15,Ulm,H,4-B,D,FALSE,TRUE,,Representative.Fran.Ulmer@akleg.gov,,,
15,Mike Navarre:14,Nav,H,5-A,D,FALSE,TRUE,,Representative.Mike.Navarre@akleg.gov,,,
15,Fritz Pettyjohn:13,Pet,H,8-A,R,FALSE,TRUE,,Representative.Fritz.Pettyjohn@akleg.gov,,,
15,Steve Rieger:14,Rie,H,8-B,R,FALSE,TRUE,,Representative.Steve.Rieger@akleg.gov,,,
15,Drue Pearce:14,Pea,H,9-A,R,FALSE,TRUE,,Representative.Drue.Pearce@akleg.gov,,,
15,Alyce Hanley:14,Han,H,9-B,R,FALSE,TRUE,,Representative.Alyce.Hanley@akleg.gov,,,
15,Lloyd Jones:15,Jon,S,A,R,FALSE,TRUE,,Senator.Lloyd.Jones@akleg.gov,,,
15,Richard Eliason:6,Eli,S,B,R,FALSE,TRUE,,Senator.Richard.Eliason@akleg.gov,,,
15,Jim Duncan:9,Dun,S,C,D,FALSE,TRUE,,Senator.Jim.Duncan@akleg.gov,,,
15,Paul Fischer:13,Fis,S,D,R,FALSE,TRUE,,Senator.Paul.Fischer@akleg.gov,,,
15,Jalmar Kerttula:2,Ker,S,E-A,D,FALSE,TRUE,,Senator.Jalmar.Kerttula@akleg.gov,,,
15,Mike Szymanski:13,Szy,S,E-B,D,FALSE,TRUE,,Senator.Mike.Szymanski@akleg.gov,,,
15,Arliss Sturgulewski:11,Stu,S,F-A,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
15,Jan Faiks:13,Fai,S,F-B,R,FALSE,TRUE,Senate President,Senator.Jan.Faiks@akleg.gov,,,
15,Mitchell Abood:12,Abo,S,G-A,R,FALSE,TRUE,,Senator.Mitchell.Abood@akleg.gov,,,
15,Patrick Rodey:9,Rod,S,G-B,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
15,Joseph Josephson:3,Jos,S,H-A,D,FALSE,TRUE,,Senator.Joseph.Josephson@akleg.gov,,,
15,Rick Uehling:13,Ueh,S,H-B,R,FALSE,TRUE,,Senator.Rick.Uehling@akleg.gov,,,
15,Rick Halford:11,Hal,S,I-A,R,FALSE,TRUE,,Senator.Richard.Halford@akleg.gov,,,
15,Tim Kelly:10,Kel,S,I-B,R,FALSE,TRUE,,Senator.Tim.Kelly@akleg.gov,,,
15,Jack Coghill:1,Cog,S,J,R,FALSE,TRUE,,"Senator.John.B..""Jack"".Coghill@akleg.gov",,,
15,Don Bennett:10,Ben,S,K-A,R,FALSE,TRUE,"""Died on on August 30, 1987""",Senator.Don.Bennett@akleg.gov,,,
15,Ken Fanning:12,Fan,S,K-A,R,FALSE,TRUE,"""Appointed on December 8, 1987 to fill the vacancy created by the death of Senator Don Bennett""",Senator.Ken.Fanning@akleg.gov,,,
15,Bettye Fahrenkamp:11,Fah,S,K-B,D,FALSE,TRUE,,Senator.Bettye.Fahrenkamp@akleg.gov,,,
15,Frank Ferguson:7,Fer,S,L,D,FALSE,FALSE,"""Resigned on December 18, 1986""",Senator.Frank.Ferguson@akleg.gov,,,
15,Willie Hensley:5,Hen,S,L,D,FALSE,TRUE,"""Appointed January 20, 1987 to fill the vacancy left by resignation of Frank Ferguson.""",Senator.Willie.Hensley@akleg.gov,,,
15,Johne Binkley:14,Bin,S,M,R,FALSE,TRUE,,Senator.Johne.Binkley@akleg.gov,,,
15,Fred Zharoff:11,Zha,S,N,D,FALSE,TRUE,,Senator.Fred.Zharoff@akleg.gov,,,
16,Peter Goll:13,GOL,H,2,D,FALSE,TRUE,,Representative.Peter.Goll@akleg.gov,,,
16,Ben Grussendorf:12,GRS,H,3,D,FALSE,TRUE,,Representative.Ben.Grussendorf@akleg.gov,,,
16,Bette Cato:12,CAT,H,6,D,FALSE,FALSE,"""Resigned December 31, 1989""",Representative.Bette.Cato@akleg.gov,,,
16,Eugene Kubina:16,KUB,H,6,D,FALSE,TRUE,"""Appointed January 8, 1990 to fill the vacancy created by the resignation of Representative Bette M. Cato""",Representative.Eugene.Kubina@akleg.gov,,,
16,James Zawacki:15,ZAW,H,7,R,FALSE,TRUE,,Representative.James.Zawacki@akleg.gov,,,
16,Richard Shultz:13,SHU,H,17,R,FALSE,TRUE,"""Appointed to Senate December 28, 1990 to fill Senator Coghill's seat.""",Representative.Richard.Shultz@akleg.gov,,,
16,Mike W Miller:13,MIL,H,18,R,FALSE,TRUE,,Representative.Mike.Miller@akleg.gov,,,
16,Mike Davis:13,DAM,H,19,D,FALSE,TRUE,,Representative.Mike.Davis@akleg.gov,,,
16,Niilo Koponen:13,KOP,H,21,D,FALSE,TRUE,,Representative.Niilo.Koponen@akleg.gov,,,
16,Eileen MacLean:16,MAC,H,22,D,FALSE,TRUE,,Representative.Eileen.MacLean@akleg.gov,,,
16,Richard Foster:16,FOS,H,23,D,FALSE,TRUE,,Representative.Richard.Foster@akleg.gov,,,
16,F Wallis:14,WAL,H,24,D,FALSE,TRUE,,Representative.F..Wallis@akleg.gov,,,
16,Lyman Hoffman:15,HOF,H,25,D,FALSE,TRUE,,Representative.Lyman.Hoffman@akleg.gov,,,
16,George Jacko:16,JAC,H,26,D,FALSE,TRUE,,Representative.George.Jacko@akleg.gov,,,
16,Cliff Davidson:15,DAV,H,27,D,FALSE,TRUE,,Representative.Cliff.Davidson@akleg.gov,,,
16,Robin Taylor:14,TAY,H,1-A,R,FALSE,TRUE,,Representative.Robin.Taylor@akleg.gov,,,
16,Cheri Davis:16,DAS,H,1-B,R,FALSE,TRUE,,Representative.Cheri.Davis@akleg.gov,,,
16,Henry Boucher:14,BOU,H,10-A,D,FALSE,TRUE,,Representative.H..Boucher@akleg.gov,,,
16,Virginia Collins:14,COL,H,10-B,R,FALSE,TRUE,,Representative.Virginia.Collins@akleg.gov,,,
16,Dave Donley:15,DON,H,11-A,D,FALSE,TRUE,,Representative.Dave.Donley@akleg.gov,,,
16,Max Gruenberg:14,GRU,H,11-B,D,FALSE,TRUE,,Representative.Max.Gruenberg@akleg.gov,,,
16,Kay Brown:15,BRO,H,12-A,D,FALSE,TRUE,,Representative.Kay.Brown@akleg.gov,,,
16,Johnny Ellis:15,ELL,H,12-B,D,FALSE,TRUE,,Representative.Johnny.Ellis@akleg.gov,,,
16,David Finkelstein:16,FIN,H,13-A,D,FALSE,TRUE,"""Elected to fill the seat April 5, 1989 after a run-off""",Representative.David.Finkelstein@akleg.gov,,,
16,Ann Spohnholz:16,SPO,H,13-A,,FALSE,TRUE,"""Appointed January 9, 1989 to fill Seat 13-A until a run-off election could be held. David Finkelstein was elected to fill the seat April 5, 1989""",Representative.Ann.Spohnholz@akleg.gov,,,
16,Terry Martin:11,MAR,H,13-B,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
16,Ramona Barnes:11,BAR,H,14-A,R,FALSE,TRUE,,Representative.Ramona.Barnes@akleg.gov,,,
16,Walter Furnace:13,FUR,H,14-B,R,FALSE,TRUE,,Representative.Walter.Furnace@akleg.gov,,,
16,Samuel Cotten:9,COT,H,15-A,D,FALSE,TRUE,Speaker of the House,Representative.Samuel.Cotten@akleg.gov,,,
16,Randy Phillips:10,PHI,H,15-B,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
16,Curt Menard:15,MEN,H,16-A,D,FALSE,TRUE,,Representative.Curt.Menard@akleg.gov,,,
16,Ronald Larson:13,LAR,H,16-B,D,FALSE,TRUE,,Representative.Ronald.Larson@akleg.gov,,,
16,Bert Sharp:16,SHA,H,20-A,R,FALSE,TRUE,,Representative.Bert.Sharp@akleg.gov,,,
16,Mark Boyer:15,BOY,H,20-B,D,FALSE,TRUE,,Representative.Mark.Boyer@akleg.gov,,,
16,Bill Hudson:15,HUD,H,4-A,R,FALSE,TRUE,,Representative.Bill.Hudson@akleg.gov,,,
16,Fran Ulmer:15,ULM,H,4-B,D,FALSE,TRUE,,Representative.Fran.Ulmer@akleg.gov,,,
16,Mike Navarre:14,NAV,H,5-A,D,FALSE,TRUE,,Representative.Mike.Navarre@akleg.gov,,,
16,Judith Salo:16,SAL,H,5-B,D,FALSE,TRUE,"""Appointed June 18, 1990 to fill the vacancy created by the resignation of Representative C.E. """"Swack"""" Swackhammer""",Representative.Judith.Salo@akleg.gov,,,
16,C Swackhammer:15,SWA,H,5-B,D,FALSE,FALSE,"""Resigned June 1, 1990""",Representative.C..Swackhammer@akleg.gov,,,
16,Fritz Pettyjohn:13,PET,H,8-A,R,FALSE,TRUE,,Representative.Fritz.Pettyjohn@akleg.gov,,,
16,Steve Rieger:14,RIE,H,8-B,R,FALSE,TRUE,,Representative.Steve.Rieger@akleg.gov,,,
16,Loren Leman:16,LEM,H,9-A,R,FALSE,TRUE,,Representative.Loren.Leman@akleg.gov,,,
16,Alyce Hanley:14,HAN,H,9-B,R,FALSE,TRUE,,Representative.Alyce.Hanley@akleg.gov,,,
16,Lloyd Jones:15,JON,S,A,R,FALSE,TRUE,,Senator.Lloyd.Jones@akleg.gov,,,
16,Richard Eliason:6,ELI,S,B,R,FALSE,TRUE,,Senator.Richard.Eliason@akleg.gov,,,
16,Jim Duncan:9,DUN,S,C,D,FALSE,TRUE,,Senator.Jim.Duncan@akleg.gov,,,
16,Paul Fischer:13,FIS,S,D,R,FALSE,TRUE,,Senator.Paul.Fischer@akleg.gov,,,
16,Jalmar Kerttula:2,KER,S,E-A,D,FALSE,TRUE,,Senator.Jalmar.Kerttula@akleg.gov,,,
16,Mike Szymanski:13,SZY,S,E-B,D,FALSE,TRUE,,Senator.Mike.Szymanski@akleg.gov,,,
16,Arliss Sturgulewski:11,STU,S,F-A,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
16,Jan Faiks:13,FAI,S,F-B,R,FALSE,TRUE,,Senator.Jan.Faiks@akleg.gov,,,
16,Drue Pearce:14,PEA,S,G-A,R,FALSE,TRUE,,Senator.Drue.Pearce@akleg.gov,,,
16,Patrick Rodey:9,ROD,S,G-B,D,FALSE,TRUE,,Senator.Patrick.Rodey@akleg.gov,,,
16,Pat Pourchot:14,POU,S,H-A,D,FALSE,TRUE,,Senator.Pat.Pourchot@akleg.gov,,,
16,Rick Uehling:13,UEH,S,H-B,R,FALSE,TRUE,,Senator.Rick.Uehling@akleg.gov,,,
16,Rick Halford:11,HAL,S,I-A,R,FALSE,TRUE,,Senator.Richard.Halford@akleg.gov,,,
16,Tim Kelly:10,KEL,S,I-B,R,FALSE,TRUE,Senate President,Senator.Tim.Kelly@akleg.gov,,,
16,John Coghill:16,COG,S,J,R,FALSE,FALSE,"""Resigned effective December 3, 1990 to become Lt. Governor""",Senator.John.Coghill@akleg.gov,,,
16,Steve Frank:14,FRA,S,K-A,R,FALSE,TRUE,,Senator.Steve.Frank@akleg.gov,,,
16,Bettye Fahrenkamp:11,FAH,S,K-B,D,FALSE,TRUE,,Senator.Bettye.Fahrenkamp@akleg.gov,,,
16,Albert Adams:12,ADA,S,L,D,FALSE,TRUE,,Senator.Albert.Adams@akleg.gov,,,
16,Johne Binkley:14,BIN,S,M,R,FALSE,TRUE,,Senator.Johne.Binkley@akleg.gov,,,
16,Fred Zharoff:11,ZHA,S,N,D,FALSE,TRUE,,Senator.Fred.Zharoff@akleg.gov,,,
17,Jerry Mackie:17,Mak,H,2,D,FALSE,TRUE,,Representative.Jerry.Mackie@akleg.gov,,,
17,Ben Grussendorf:12,Gru,H,3,D,FALSE,TRUE,Speaker of the House,Representative.Ben.Grussendorf@akleg.gov,,,
17,Eugene Kubina:16,Kub,H,6,D,FALSE,TRUE,,Representative.Eugene.Kubina@akleg.gov,,,
17,James Zawacki:15,Zaw,H,7,R,FALSE,TRUE,,Representative.James.Zawacki@akleg.gov,,,
17,John Gonzales:17,Gon,H,17,R,FALSE,TRUE,"""Appointed on January 16,  1991 to fill the vacancy created by Representative Shultz's appointment to the Senate""",Representative.John.Gonzales@akleg.gov,,,
17,Mike W Miller:13,Mim,H,18,R,FALSE,TRUE,,Representative.Mike.Miller@akleg.gov,,,
17,Tom Moyer:17,Moy,H,19,D,FALSE,TRUE,,Representative.Tom.Moyer@akleg.gov,,,
17,Niilo Koponen:13,Kop,H,21,D,FALSE,TRUE,,Representative.Niilo.Koponen@akleg.gov,,,
17,Eileen MacLean:16,Mac,H,22,D,FALSE,TRUE,,Representative.Eileen.MacLean@akleg.gov,,,
17,Richard Foster:16,Fos,H,23,D,FALSE,TRUE,,Representative.Richard.Foster@akleg.gov,,,
17,Georgianna Lincoln:17,Lin,H,24,R,FALSE,TRUE,,Representative.Georgianna.Lincoln@akleg.gov,,,
17,Ivan Ivan:17,Iva,H,25,D,FALSE,TRUE,,Representative.Ivan.Ivan@akleg.gov,,,
17,George Jacko:16,Jac,H,26,D,FALSE,TRUE,,Representative.George.Jacko@akleg.gov,,,
17,Cliff Davidson:15,Dav,H,27,D,FALSE,TRUE,,Representative.Cliff.Davidson@akleg.gov,,,
17,Carroll Fader:17,Fad,H,1-A,R,FALSE,TRUE,Appointed to fill the vacancy created by the appointment of Representative Taylor to the Senate,Representative.Carroll.Fader@akleg.gov,,,
17,Robin Taylor:14,859,H,1-A,R,FALSE,TRUE,Appointed to fill vacancy in Senate left by Lloyd Jones's resignation.,Representative.Robin.Taylor@akleg.gov,,,
17,Cheri Davis:16,Dac,H,1-B,R,FALSE,TRUE,,Representative.Cheri.Davis@akleg.gov,,,
17,Larry Baker:17,Bak,H,10-A,R,FALSE,TRUE,,Representative.Larry.Baker@akleg.gov,,,
17,Kevin Parnell:17,Par,H,10-B,D,FALSE,TRUE,,Representative.Kevin.Parnell@akleg.gov,,,
17,Dave Donley:15,Don,H,11-A,D,FALSE,TRUE,,Representative.Dave.Donley@akleg.gov,,,
17,Max Gruenberg:14,Gre,H,11-B,D,FALSE,TRUE,,Representative.Max.Gruenberg@akleg.gov,,,
17,Kay Brown:15,Bro,H,12-A,D,FALSE,TRUE,,Representative.Kay.Brown@akleg.gov,,,
17,Johnny Ellis:15,Ell,H,12-B,D,FALSE,TRUE,,Representative.Johnny.Ellis@akleg.gov,,,
17,David Finkelstein:16,Fin,H,13-A,D,FALSE,TRUE,,Representative.David.Finkelstein@akleg.gov,,,
17,Terry Martin:11,Mar,H,13-B,R,FALSE,TRUE,,Representative.Terry.Martin@akleg.gov,,,
17,Ramona Barnes:11,Bar,H,14-A,R,FALSE,TRUE,,Representative.Ramona.Barnes@akleg.gov,,,
17,Bettye Davis:17,Dab,H,14-B,D,FALSE,TRUE,,Representative.Bettye.Davis@akleg.gov,,,
17,Mary Miller:17,Mil,H,15-A,R,FALSE,TRUE,,Representative.Mary.Miller@akleg.gov,,,
17,Randy Phillips:10,Phr,H,15-B,R,FALSE,TRUE,,Representative.Randy.Phillips@akleg.gov,,,
17,Patrick Carney:11,Car,H,16-A,D,FALSE,TRUE,,Representative.Patrick.Carney@akleg.gov,,,
17,Ronald Larson:13,Lar,H,16-B,D,FALSE,TRUE,,Representative.Ronald.Larson@akleg.gov,,,
17,Bert Sharp:16,Sha,H,20-A,R,FALSE,TRUE,,Representative.Bert.Sharp@akleg.gov,,,
17,Mark Boyer:15,Boy,H,20-B,D,FALSE,TRUE,,Representative.Mark.Boyer@akleg.gov,,,
17,Bill Hudson:15,Hud,H,4-A,R,FALSE,TRUE,,Representative.Bill.Hudson@akleg.gov,,,
17,Fran Ulmer:15,Ulm,H,4-B,D,FALSE,TRUE,,Representative.Fran.Ulmer@akleg.gov,,,
17,Mike Navarre:14,Nav,H,5-A,D,FALSE,TRUE,,Representative.Mike.Navarre@akleg.gov,,,
17,Gail Phillips:17,Phg,H,5-B,R,FALSE,TRUE,,Representative.Gail.Phillips@akleg.gov,,,
17,Betty Bruckman:17,Bru,H,8-A,D,FALSE,TRUE,,Representative.Betty.Bruckman@akleg.gov,,,
17,Dave Choquette:17,Cho,H,8-B,R,FALSE,TRUE,,Representative.Dave.Choquette@akleg.gov,,,
17,Loren Leman:16,Lem,H,9-A,R,FALSE,TRUE,,Representative.Loren.Leman@akleg.gov,,,
17,Mark Hanley:17,Han,H,9-B,R,FALSE,TRUE,,Representative.Mark.Hanley@akleg.gov,,,
17,Lloyd Jones:15,Jon,S,A,R,FALSE,FALSE,"""Resigned June 1, 1992.""",Senator.Lloyd.Jones@akleg.gov,,,
17,Robin Taylor:14,TAY,S,A,R,FALSE,TRUE,Appointed to fill vacancy left by Lloyd Jones's resignation.,Senator.Robin.Taylor@akleg.gov,,,
17,Richard Eliason:6,Eli,S,B,R,FALSE,TRUE,Senate President,Senator.Richard.Eliason@akleg.gov,,,
17,Jim Duncan:9,Dun,S,C,D,FALSE,TRUE,,Senator.Jim.Duncan@akleg.gov,,,
17,Paul Fischer:13,Fis,S,D,R,FALSE,TRUE,,Senator.Paul.Fischer@akleg.gov,,,
17,Jalmar Kerttula:2,Ker,S,E-A,D,FALSE,TRUE,,Senator.Jalmar.Kerttula@akleg.gov,,,
17,Curt Menard:15,Men,S,E-B,D,FALSE,TRUE,,Senator.Curt.Menard@akleg.gov,,,
17,Arliss Sturgulewski:11,Stu,S,F-A,R,FALSE,TRUE,,Senator.Arliss.Sturgulewski@akleg.gov,,,
17,Virginia Collins:14,Col,S,F-B,R,FALSE,TRUE,,Senator.Virginia.Collins@akleg.gov,,,
17,Drue Pearce:14,Pea,S,G-A,R,FALSE,TRUE,,Senator.Drue.Pearce@akleg.gov,,,
