MemberId,PersonId,LegislatureNumber,MemberCode,LastName,MiddleName,FirstName,FormalName,ShortName,SessionContact,InterimContact,Chamber,District,Seat,Party,Phone,EMail,Building,Room,Comment,IsActive,IsMajority
26:S:Bettye Davis:17,Bettye Davis:17,26,DAB,Davis,,Bettye,Senator Bettye Davis,Davis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K,,D,4653822,Senator.Bettye.Davis@akleg.gov,CAPITOL,30,,true,true
26:S:Fred Dyson:20,Fred Dyson:20,26,DYS,Dyson,,Fred,Senator Fred Dyson,Dyson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,I,,R,4652199,Senator.Fred.Dyson@akleg.gov,CAPITOL,121,,true,false
26:S:Dennis Egan:26,Dennis Egan:26,26,EGA,Egan,,Dennis,Senator Dennis Egan,Egan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,B,,D,4654947,Senator.Dennis.Egan@akleg.gov,CAPITOL,510,"Oath taken April 19, 2009",true,true
26:H:Bob Herron:26,Bob Herron:26,26,HEO,Herron,,Bob,Representative Bob Herron,Herron,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,38,,D,4654942,Representative.Bob.Herron@akleg.gov,CAPITOL,411,,true,true
26:H:Cathy Muñoz:26,Cathy Muñoz:26,26,MUN,Munoz,,Cathy Engstrom,Representative Cathy Engstrom Munoz,Munoz,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4,,R,4653744,Representative.Cathy.Engstrom.Munoz@akleg.gov,CAPITOL,409,,true,true
13:H:Mitchell Abood:12,Mitchell Abood:12,13,Abo,Abood,,Mitchell,Representative Mitchell Abood,Abood,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,11-A,,R,,Representative.Mitchell.Abood@akleg.gov,,,,true,false
13:S:Don Bennett:10,Don Bennett:10,13,Ben,Bennett,,Don,Senator Don Bennett,Bennett,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K-A,,R,,Senator.Don.Bennett@akleg.gov,,,,true,false
13:S:Frank Ferguson:7,Frank Ferguson:7,13,Fer,Ferguson,,Frank,Senator Frank Ferguson,Ferguson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,L,,D,,Senator.Frank.Ferguson@akleg.gov,,,,true,false
13:H:Mike M Miller:7,Mike M Miller:7,13,Mil,Miller,,M.,Representative M. Miller,Miller,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4-A,,D,,Representative.M..Miller@akleg.gov,,,,true,false
24:H:Pete Kott:18,Pete Kott:18,24,KOT,Kott,,Pete,Representative Pete Kott,Kott,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,17,,R,4653777,Representative.Pete.Kott@akleg.gov,CAPITOL,403,,true,true
15:S:Willie Hensley:5,Willie Hensley:5,15,Hen,Hensley,,Willie,Senator Willie Hensley,Hensley,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,L,,D,,Senator.Willie.Hensley@akleg.gov,,,"""Appointed January 20, 1987 to fill the vacancy left by resignation of Frank Ferguson.""",true,false
23:H:Max Gruenberg:14,Max Gruenberg:14,23,GRU,Gruenberg,,Max,Representative Max Gruenberg,Gruenberg,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20,,D,4654940,Representative.Max.Gruenberg@akleg.gov,CAPITOL,112,,true,false
23:H:Kelly Wolf:23,Kelly Wolf:23,23,WOL,Wolf,,Kelly,Representative Kelly Wolf,Wolf,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,33,,R,4652693,Representative.Kelly.Wolf@akleg.gov,CAPITOL,418,,true,true
31:H:Neal Foster:26,Neal Foster:26,31,FON,Foster,,Neal,Representative Neal Foster,Foster,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,39,,D,4653789,Representative.Neal.Foster@akleg.gov,CAPITOL,505,,true,true
31:H:Jennifer Johnston:30,Jennifer Johnston:30,31,JHT,Johnston,,Jennifer,Representative Jennifer Johnston,Johnston,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,28,,R,4654949,Representative.Jennifer.Johnston@akleg.gov,CAPITOL,511,,true,true
31:H:Tammie Wilson:,Tammie Wilson:,31,WLT,Wilson,,Tammie,Representative Tammie Wilson,Wilson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,3,,R,465,Representative.Tammie.Wilson@akleg.gov,CAPITOL,,"Resigned January 25, 2020",false,false
16:S:Jim Duncan:9,Jim Duncan:9,16,DUN,Duncan,,Jim,Senator Jim Duncan,Duncan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,C,,D,,Senator.Jim.Duncan@akleg.gov,,,,true,false
16:H:Johnny Ellis:15,Johnny Ellis:15,16,ELL,Ellis,,Johnny,Representative Johnny Ellis,Ellis,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,12-B,,D,,Representative.Johnny.Ellis@akleg.gov,,,,true,false
16:S:Jan Faiks:13,Jan Faiks:13,16,FAI,Faiks,,Jan,Senator Jan Faiks,Faiks,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F-B,,R,,Senator.Jan.Faiks@akleg.gov,,,,true,false
16:H:Curt Menard:15,Curt Menard:15,16,MEN,Menard,,Curt,Representative Curt Menard,Menard,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,16-A,,D,,Representative.Curt.Menard@akleg.gov,,,,true,false
16:S:Pat Pourchot:14,Pat Pourchot:14,16,POU,Pourchot,,Pat,Senator Pat Pourchot,Pourchot,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H-A,,D,,Senator.Pat.Pourchot@akleg.gov,,,,true,false
16:H:Judith Salo:16,Judith Salo:16,16,SAL,Salo,,Judith,Representative Judith Salo,Salo,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,5-B,,D,,Representative.Judith.Salo@akleg.gov,,,"""Appointed June 18, 1990 to fill the vacancy created by the resignation of Representative C.E. """"Swack"""" Swackhammer""",true,false
25:S:Donald Olson:22,Donald Olson:22,25,OLS,Olson,,Donald,Senator Donald Olson,Olson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,T,,D,4653707,Senator.Donald.Olson@akleg.gov,CAPITOL,514,,true,true
32:H:Ronald Gillham:32,Ronald Gillham:32,32,GIH,Gillham,,Ronald,Representative Ronald Gillham,Gillham,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,30,,R,4652693,Representative.Ronald.Gillham@akleg.gov,CAPITOL,409,,true,false
32:S:Lora Reinbold:28,Lora Reinbold:28,32,REI,Reinbold,,Lora,Senator Lora Reinbold,Reinbold,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G,,R,4653822,Senator.Lora.Reinbold@akleg.gov,CAPITOL,427,,true,true
32:H:Liz Snyder:32,Liz Snyder:32,32,SNY,Snyder,,Liz,Representative Liz Snyder,Snyder,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,27,,D,4653438,Representative.Liz.Snyder@akleg.gov,CAPITOL,421,,true,true
32:S:Bill Wielechowski:25,Bill Wielechowski:25,32,WIE,Wielechowski,,Bill,Senator Bill Wielechowski,Wielechowski,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H,,D,4652435,Senator.Bill.Wielechowski@akleg.gov,CAPITOL,9,,true,false
18:S:Suzanne Little:18,Suzanne Little:18,18,LIT,Little,,Suzanne,Senator Suzanne Little,Little,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,D,,D,4652828,Senator.Suzanne.Little@akleg.gov,CAPITOL,7,,true,false
18:H:Terry Martin:11,Terry Martin:11,18,MAR,Martin,,Terry,Representative Terry Martin,Martin,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,14,,R,4650000,Representative.Terry.Martin@akleg.gov,,,,true,true
18:H:Bill Williams:18,Bill Williams:18,18,WLL,Williams,,William,Representative William Williams,Williams,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,1,,D,4650000,Representative.William.Williams@akleg.gov,,,,true,false
28:H:Mike Chenault:22,Mike Chenault:22,28,CHE,Chenault,,Mike,Representative Mike Chenault,Chenault,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,28,,R,4653779,Representative.Mike.Chenault@akleg.gov,CAPITOL,208,Speaker of the House,true,true
28:S:Dennis Egan:26,Dennis Egan:26,28,EGA,Egan,,Dennis,Senator Dennis Egan,Egan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,P,,D,4654947,Senator.Dennis.Egan@akleg.gov,CAPITOL,9,,true,true
28:H:Wes Keller:25,Wes Keller:25,28,KEE,Keller,,Wes,Representative Wes Keller,Keller,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,R,4652186,Representative.Wes.Keller@akleg.gov,CAPITOL,118,,true,true
28:S:Lesil McGuire:22,Lesil McGuire:22,28,MCG,McGuire,,Lesil,Senator Lesil McGuire,McGuire,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K,,R,4652995,Senator.Lesil.McGuire@akleg.gov,CAPITOL,103,,true,true
28:H:Benjamin Nageak:28,Benjamin Nageak:28,28,NAG,Nageak,,Benjamin,Representative Benjamin Nageak,Nageak,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,40,,D,4653473,Representative.Benjamin.Nageak@akleg.gov,CAPITOL,428,,true,true
12:S:Don Bennett:10,Don Bennett:10,12,Ben,Bennett,,Don,Senator Don Bennett,Bennett,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,R,,Senator.Don.Bennett@akleg.gov,,,,true,false
12:H:Randy Phillips:10,Randy Phillips:10,12,Phi,Phillips,,Randy,Representative Randy Phillips,Phillips,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,8,,R,,Representative.Randy.Phillips@akleg.gov,,,,true,false
12:S:Terry Stimson:11,Terry Stimson:11,12,Sti,Stimson,,Terry,Senator Terry Stimson,Stimson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,E,,D,,Senator.Terry.Stimson@akleg.gov,,,,true,false
12:S:Robert Ziegler:4,Robert Ziegler:4,12,Zie,Ziegler,,Robert,Senator Robert Ziegler,Ziegler,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,A,,D,,Senator.Robert.Ziegler@akleg.gov,,,,true,false
27:S:John Coghill:16,John Coghill:16,27,CGL,Coghill,,John,Senator John Coghill,Coghill,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F,,R,4653719,Senator.John.Coghill@akleg.gov,CAPITOL,504,Senate Minority Leader (2012),true,false
27:H:Bob Lynn:23,Bob Lynn:23,27,LYN,Lynn,,Bob,Representative Bob Lynn,Lynn,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,31,,R,4654931,Representative.Bob.Lynn@akleg.gov,CAPITOL,108,,true,true
33:H:Justin Ruffridge:33,Justin Ruffridge:33,33,RUF,Ruffridge,,Justin,Representative Justin Ruffridge,Ruffridge,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,R,4652693,Representative.Justin.Ruffridge@akleg.gov,CAPITOL,104,,true,true
14:H:Steve Frank:14,Steve Frank:14,14,Fra,Frank,,Steve,Representative Steve Frank,Frank,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20-A,,R,,Representative.Steve.Frank@akleg.gov,,,,true,false
14:H:Walter Furnace:13,Walter Furnace:13,14,Fur,Furnace,,Walter,Representative Walter Furnace,Furnace,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,14-B,,R,,Representative.Walter.Furnace@akleg.gov,,,,true,false
14:H:Niilo Koponen:13,Niilo Koponen:13,14,Kop,Koponen,,Niilo,Representative Niilo Koponen,Koponen,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,21,,D,,Representative.Niilo.Koponen@akleg.gov,,,,true,false
14:S:Bill Ray:4,Bill Ray:4,14,Ray,Ray,,Bill,Senator Bill Ray,Ray,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,C,,D,,Senator.Bill.Ray@akleg.gov,,,,true,false
14:S:John Sackett:5,John Sackett:5,14,Sac,Sackett,,John,Senator John Sackett,Sackett,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,M,,R,,Senator.John.Sackett@akleg.gov,,,,true,false
21:H:Richard Foster:16,Richard Foster:16,21,FOS,Foster,,Richard,Representative Richard Foster,Foster,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,38,,D,4653789,Representative.Richard.Foster@akleg.gov,CAPITOL,410,,true,false
21:H:Jeannette James:18,Jeannette James:18,21,JAM,James,,Jeannette,Representative Jeannette James,James,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,34,,R,4653743,Representative.Jeannette.James@akleg.gov,CAPITOL,102,,true,true
21:H:Carl Moses:4,Carl Moses:4,21,MOS,Moses,,Carl,Representative Carl Moses,Moses,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,40,,D,4654451,Representative.Carl.Moses@akleg.gov,CAPITOL,521,,true,false
